year,0,1,2,3,4,5,6,7
2023,Employers carrying on business in Canada with Head Office outside of Canada,High Wage,Bob Industries LLC,"Santa Monica, 90401","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2023,Employers carrying on business in Canada with Head Office outside of Canada,High Wage,Prettybird LLC F/K/A Pretty Bird Pictures Inc,"CULVER CITY, 90232","5131-Producers, directors, choreographers and related occupations",Corporation,1,2
2023,Employers carrying on business in Canada with Head Office outside of Canada,High Wage,SPEAKEASY LLC,"Sherman Oaks, 91423","5131-Producers, directors, choreographers and related occupations",Corporation,1,1
2023,Newfoundland and Labrador,   Low Wage,Angel of Hope Homecare Agency Inc.,"St. John's, NL A1B 2Y6","3413-Nurse aides, orderlies and patient service associates",Unknown,1,10
2023,Nova Scotia,    High Wage,3323061 Nova Scotia Limited,"HALIFAX, NS B3J 0E8","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Nova Scotia,   Low Wage,NORTHUMBERLAND CONGREGATION OF THE CHURCH OF GOD IN CHRIST MENNONITE,"Tatamagouche, NS B0K 1V0",4032-Elementary school and kindergarten teachers,Unknown,1,1
2023,Nova Scotia,   Low Wage,OSR TRUCKLINE INC.,"Halifax, NS B3M 0P6",7511-Transport truck drivers,Unknown,1,1
2023,Nova Scotia,   Low Wage,Oxen International Ltd,"New Minas, NS B4N 4N4","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,New Brunswick,    High Wage,Flyhigh Development Canada Inc.,"Lincoln, NB E3B 7E6",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,New Brunswick,    High Wage,PETER LAI PROFESSIONAL SERVICES INC.,"SAINT JOHN, NB E2K 4J4",1221-Administrative officers,Unknown,1,1
2023,New Brunswick,   Low Wage,Elmwood Burgers Ltd,"Moncton, NB E1A 3P5",6311-Food service supervisors,Unknown,1,1
2023,Quebec,    High Wage,3dverse Technologie inc.,"Montreal, QC H2X 2T7",2173-Software engineers and designers,Unknown,1,1
2023,Quebec,    High Wage,Global Gestion A.J. Inc,"Montréal, QC H1R 1Z6",1223-Human resources and recruitment officers,Corporation,1,1
2023,Quebec,    High Wage,Global Gestion A.J. Inc,"Montréal, QC H1R 1Z6",1225-Purchasing agents and officers,Corporation,2,2
2023,Quebec,    High Wage,Global Gestion A.J. Inc,"Montréal, QC H1R 1Z6",1311-Accounting technicians and bookkeepers,Corporation,1,1
2023,Quebec,    High Wage,Global Gestion A.J. Inc,"Montréal, QC H1R 1Z6",1524-Purchasing and inventory control workers,Corporation,1,1
2023,Quebec,    High Wage,Initiatives de Coopération et d’Appui aux Actions Humanitaires et de Développement (ICAHD Internatio,"Montréal, QC H3B  4W","0423-Managers in social, community and correctional services",Registered Charity,1,1
2023,Quebec,    High Wage,KM RESSOURCES SOLUTIONS INC.,"Montréal, QC H1A 5E5",7511-Transport truck drivers,Unknown,1,2
2023,Quebec,    High Wage,Rénovations  Nouvelle Vie Inc.,"Montréal, QC H3X 2V9",7271-Carpenters,Unknown,1,1
2023,Quebec,    High Wage,Sailor Productions Inc,"MONTREAL, QC H2S 2L9","5131-Producers, directors, choreographers and related occupations",Unknown,2,2
2023,Quebec,   Low Wage,2857111Canada Inc,"Brossard, QC J4X 1C2",6322-Cooks,Unknown,1,1
2023,Quebec,   Low Wage,9089-3801 Québec inc.,"Boucherville, QC J4B  6G",1221-Administrative officers,Corporation,1,1
2023,Quebec,   Low Wage,9144-4539 Quebec inc,"Montréal, QC H2Z 2B3",6322-Cooks,Unknown,1,1
2023,Quebec,   Low Wage,9292-9645 Québec Inc,"Gatineau, QC J9H 3L3",4214-Early childhood educators and assistants,Unknown,1,3
2023,Quebec,   Low Wage,9297-0839 Québec Inc.,"Lévis (Québec), QC G6W 8H7",7514-Delivery and courier service drivers,Corporation,1,1
2023,Quebec,   Low Wage,9342-0800 Québec inc.,"Longueuil, QC J4H 1E7","7284-Plasterers, drywall installers and finishers and lathers",Corporation,1,1
2023,Quebec,   Low Wage,9392-9057 QUÉBEC INC.,"Montreal, QC H2L 3L2",6322-Cooks,Unknown,1,1
2023,Quebec,   Low Wage,9402-0302 Québec Inc.,"Shawinigan, QC G9T 7G4",6322-Cooks,Corporation,1,3
2023,Quebec,   Low Wage,9423-5546 Quebec INC.,"Gatineau, QC J8Y 5P9",6731-Light duty cleaners,Unknown,1,2
2023,Quebec,   Low Wage,9428-8768 Québec Inc.,"Québec, QC G1V 3Y8",7452-Material handlers,Corporation,1,1
2023,Quebec,   Low Wage,9437-7439 Québec Inc.,"Mascouche, QC J7K 2Z1","6342-Tailors, dressmakers, furriers and milliners",Unknown,1,1
2023,Quebec,   Low Wage,Agence de Placement du Personnel 2N INC,"Repentigny, QC J5Y 4C7",1241-Administrative assistants,Unknown,1,6
2023,Quebec,   Low Wage,Canpars Professional Services Inc.,"Montreal, QC H3H 1E8",1241-Administrative assistants,Unknown,1,1
2023,Quebec,   Low Wage,Carthagro inc.,"Québec, QC G2C 0G7",6222-Retail and wholesale buyers,Unknown,1,1
2023,Quebec,   Low Wage,CASSE CROUTE TACO LYS INC,"Joliette, QC J6E 5G2",6322-Cooks,Corporation,1,1
2023,Quebec,   Low Wage,CATERTAINMENT INC.,"Montréal, QC H4T  1G",6311-Food service supervisors,Corporation,1,1
2023,Quebec,   Low Wage,GBH Edmundston inc.,"Edmundston, QC E3V 0A3",6731-Light duty cleaners,Unknown,1,5
2023,Quebec,   Low Wage,Global Gestion A.J. Inc,"Montréal, QC H1R 1Z6",1221-Administrative officers,Corporation,2,2
2023,Quebec,   Low Wage,Global Gestion A.J. Inc,"Montréal, QC H1R 1Z6",1241-Administrative assistants,Corporation,2,2
2023,Quebec,   Low Wage,Global Gestion A.J. Inc,"Montréal, QC H1R 1Z6",1311-Accounting technicians and bookkeepers,Corporation,1,1
2023,Quebec,   Low Wage,KG2 Ressources Inc.,"Laval, QC H7T 1A1",1223-Human resources and recruitment officers,Unknown,2,5
2023,Quebec,   Low Wage,KG2 Ressources Inc.,"Laval, QC H7T 1A1",1241-Administrative assistants,Unknown,2,4
2023,Quebec,   Low Wage,KM RESSOURCES SOLUTIONS INC.,"Montréal, QC H1A 5E5",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,Quebec,   Low Wage,KM RESSOURCES SOLUTIONS INC.,"Montréal, QC H1A 5E5",7237-Welders and related machine operators,Unknown,1,6
2023,Quebec,   Low Wage,les entreprises AYA pro inc,"Québec, QC G2G 1B8",1241-Administrative assistants,Unknown,1,1
2023,Quebec,   Low Wage,Motel Chute des Pères,"Dolbeau-Mistassini, QC G8L 5G9",6312-Executive housekeepers,Corporation,1,1
2023,Quebec,   Low Wage,Services PGS inc.,"Victoriaville, QC G6P 3A6",6731-Light duty cleaners,Corporation,1,2
2023,Ontario,    High Wage,1000466786 Ontario Inc.,"Brampton, ON L6W 2A9",6341-Hairstylists and barbers,Unknown,1,5
2023,Ontario,    High Wage,10669776 CANADA INC,"MISSISSAUGA, ON L5T 2C6",7511-Transport truck drivers,Unknown,1,2
2023,Ontario,    High Wage,10739090 Canada Inc,"Brampton, ON L6Y 0V6",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,Ontario,    High Wage,11882805 Canada Inc.,"NORTH YORK, ON M3J 2K3",7283-Tilesetters,Unknown,1,4
2023,Ontario,    High Wage,11944495 Canada Inc.,"Markham, ON L3R 9Y4",2281-Computer network technicians,Unknown,1,2
2023,Ontario,    High Wage,12987821 Canada Inc.,"Richmond Hill, ON L4C 0Y8","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Ontario,    High Wage,13027295 Canada Inc.,"Brampton, ON L6X 1Z3","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,2
2023,Ontario,    High Wage,14364562 Canada Inc.,"MAPLE, ON L6A 0K8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1
2023,Ontario,    High Wage,1455492 Ontario Inc.,"Mississauga, ON L5T 1R2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2023,Ontario,    High Wage,1631673 ONTARIO INC,"BRAMPTON, ON L6R 2B4",7511-Transport truck drivers,Unknown,1,3
2023,Ontario,    High Wage,1741728 Ontario Inc.,"Mississauga, ON L4W 2R4",7611-Construction trades helpers and labourers,Unknown,1,1
2023,Ontario,    High Wage,1775419 ONTARIO INC.,"Brampton, ON L6T 1A7",1221-Administrative officers,Unknown,1,1
2023,Ontario,    High Wage,1775419 ONTARIO INC.,"Brampton, ON L6T 1A7",7231-Machinists and machining and tooling inspectors,Unknown,1,1
2023,Ontario,    High Wage,2 6 9 4 7 3 2  O N T A R I O  I N C .,"Brampton, ON L6P 1E2",1221-Administrative officers,Unknown,1,1
2023,Ontario,    High Wage,2305309 Ontario Inc,"Brighton, ON K0K 1H0",0631-Restaurant and food service managers,Unknown,1,1
2023,Ontario,    High Wage,2332254 ONTARIO INC,"Mississauga, ON L4W 1B2","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
2023,Ontario,    High Wage,2363435 Ontario Inc.,"Markham, ON L3S 4V8",6731-Light duty cleaners,Unknown,1,2
2023,Ontario,    High Wage,2432999 ontario inc.,"Thornton, ON L0L 2N2",0621-Retail and wholesale trade managers,Unknown,1,1
2023,Ontario,    High Wage,2476770 Ontario Inc,"MISSISSAUGA, ON L4T 3G3","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Ontario,    High Wage,2489194 ON LTD,"Vaughan, ON L4K 5A3","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
2023,Ontario,    High Wage,2613881 Ontario Inc.,"Whitby, ON L1N 9S2","1212-Supervisors, finance and insurance office workers",Unknown,1,1
2023,Ontario,    High Wage,2649788 ONTARIO INC.,"KITCHENER, ON N2M 5G2",0631-Restaurant and food service managers,Unknown,1,1
2023,Ontario,    High Wage,2703201 Ontario Inc.,"Brampton, ON L6X 5G9",0711-Construction managers,Unknown,1,1
2023,Ontario,    High Wage,2744979 ONTARIO CORPORATION,"Milton, ON L9E 0H4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2023,Ontario,    High Wage,2770583 Ontario Inc.,"Stouffville, ON L4A 0V6",1221-Administrative officers,Unknown,1,1
2023,Ontario,    High Wage,2786370 Ontario Inc.,"Toronto, ON M6S 1N6","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Ontario,    High Wage,2828644 Ontario Inc.,"Mississauga, ON L5W 1N6",1221-Administrative officers,Unknown,1,1
2023,Ontario,    High Wage,2838696 ONTARIO INC,"WINDSOR, ON N9B 3P9",1221-Administrative officers,Unknown,1,1
2023,Ontario,    High Wage,2838697 ONTARIO INC.,"Mississauga, ON L5N 8P7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2023,Ontario,    High Wage,2854815 Ontario Inc.,"Brampton, ON L6P 3A3","0651-Managers in customer and personal services, n.e.c.",Unknown,1,1
2023,Ontario,    High Wage,3070123 Canada Inc,"Ottawa, ON K1Z 5X9",1221-Administrative officers,Unknown,1,1
2023,Ontario,    High Wage,7095 Woodbine Markham Hospitality Inc.,"Markham, ON L3R 1A3",7271-Carpenters,Unknown,1,4
2023,Ontario,    High Wage,8267014 CANADA INC.,"Woodstock, ON N4S 1B3",7511-Transport truck drivers,Unknown,1,2
2023,Ontario,    High Wage,85 Benfica Roofing Inc,"toronto, ON M6L 2B4",7291-Roofers and shinglers,Unknown,1,1
2023,Ontario,    High Wage,A&A SETTING STONE INC,"TORONTO, ON M4J 2L9",2263-Inspectors in public and environmental health and occupational health and safety,Unknown,1,1
2023,Ontario,    High Wage,AAPEX RECYCLERS INC.,"Niagara Falls, ON L2H 1T1",7612-Other trades helpers and labourers,Unknown,1,1
2023,Ontario,    High Wage,Aarohan Transforming Business INC.,"Brampton, ON L6W 0E5","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Ontario,    High Wage,ABS ESCO INC,"Scarborough, ON M1T 2A2","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Ontario,    High Wage,Ad Hoc Content,"Toronto, ON M6K 3E9","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
2023,Ontario,    High Wage,ANIMALS INC.,"TORONTO, ON M6J 2R9","5131-Producers, directors, choreographers and related occupations",Corporation,3,3
2023,Ontario,    High Wage,Appsys Consulting Inc.,"Burlington, ON L7M 0E9",2175-Web designers and developers,Unknown,1,1
2023,Ontario,    High Wage,Aptech employment ltd,"mississauga, ON L4T 0B4",0125-Other business services managers,Unknown,1,1
2023,Ontario,    High Wage,B Negative LLC,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",Corporation,3,3
2023,Ontario,    High Wage,Badi Trading Group Corporation,"Richmond Hill, ON L4C 3B6",0631-Restaurant and food service managers,Unknown,1,1
2023,Ontario,    High Wage,Bee Frames Canada Ltd.,"Brampton, ON L6P 2V5","9224-Supervisors, furniture and fixtures manufacturing",Unknown,1,1
2023,Ontario,    High Wage,Bhatt Enterprises Inc.,"Cambridge, ON N3C 4N6",0621-Retail and wholesale trade managers,Unknown,1,1
2023,Ontario,    High Wage,BUDGETRENO CORP.,"Toronto, ON M5V 3S5",7294-Painters and decorators (except interior decorators),Unknown,1,1
2023,Ontario,    High Wage,Canada Prime Marketing corporation,"Mississauga, ON L4Z 1V9","0124-Advertising, marketing and public relations managers",Unknown,1,1
2023,Ontario,    High Wage,Canamex-Carbra Transportation Services Inc.,"Mississauga, ON L4T 1G8","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
2023,Ontario,    High Wage,Canamex-Carbra Transportation Services Inc.,"Mississauga, ON L4T 1G8",2282-User support technicians,Unknown,1,1
2023,Ontario,    High Wage,CC Vodden Inc.,"Brampton, ON L6V 1N2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2023,Ontario,    High Wage,CELLNTELL DISTRIBUTION INC.,"MISSISSAUGA, ON L4Z 2H8",1122-Professional occupations in business management consulting,Unknown,1,1
2023,Ontario,    High Wage,Circle Productions,"TORONTO, ON M5V 1T2","5131-Producers, directors, choreographers and related occupations",Corporation,5,5
2023,Ontario,    High Wage,Courioo Logistics Inc,"Mississauga, ON L4W 1E4",1525-Dispatchers,Unknown,1,1
2023,Ontario,    High Wage,CRYSTAL EDGE CARE,"Corunna, ON N0N 1G0",2175-Web designers and developers,Unknown,1,1
2023,Ontario,    High Wage,DNS Industries Limited,"Vaughan, ON L4K 5Z4",7311-Construction millwrights and industrial mechanics,Unknown,1,1
2023,Ontario,    High Wage,Facts and Fuel,"Toronto, ON M9B 4N6","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
2023,Ontario,    High Wage,FRANK Content,"TORONTO, ON M5V 2M9","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
2023,Ontario,    High Wage,FROZENMAN INC,"Scarborough, ON M1N 4B5","5131-Producers, directors, choreographers and related occupations",Unknown,3,3
2023,Ontario,    High Wage,Gravity Climbing Gyms Inc.,"Hamilton, ON L8P 4M4",5252-Coaches,Unknown,1,1
2023,Ontario,    High Wage,Greavette Chevrolet Buick Cadillac GMC Ltd.,"Bracebridge, ON P1L 1T6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,3
2023,Ontario,    High Wage,HAPPY'S TOP NOTCH BARBER INC,"Nepean, ON K2G 1E8",1221-Administrative officers,Unknown,1,1
2023,Ontario,    High Wage,Harvick Welds,"Brampton, ON L6T 3W6","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",Unknown,1,2
2023,Ontario,    High Wage,Holiday Films Inc.,"Toronto, ON M5A 1J2","5131-Producers, directors, choreographers and related occupations",Sole Proprietorship,1,1
2023,Ontario,    High Wage,Hometech Supply Inc.,"Richmond Hill, ON L4B 1E4",7271-Carpenters,Unknown,1,1
2023,Ontario,    High Wage,Independent Corrugator Inc.,"Mississauga, ON L4W 1Y6",7311-Construction millwrights and industrial mechanics,Unknown,1,1
2023,Ontario,    High Wage,JMD CORPORATION,"Mississauga, ON L5S 1Y9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2023,Ontario,    High Wage,John Knox Christian School Society of Wyoming,"Wyoming, ON N0N 1T0",4217-Other religious occupations,Unknown,1,1
2023,Ontario,    High Wage,Kemptville Infinity Inc.,"Kemptville, ON K0G 1J0",5252-Coaches,Unknown,1,2
2023,Ontario,    High Wage,Liebherr-Canada Ltd.,"Burlington, ON L7L 5Z8",7312-Heavy-duty equipment mechanics,Unknown,1,2
2023,Ontario,    High Wage,Linda Dagenais Physiotherapy Professional Corporation,"Timmins, ON P4N 1M3","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
2023,Ontario,    High Wage,londonline burger,"Sarnia, ON N7T 7H2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2023,Ontario,    High Wage,LULLABOO CAMBRIDGE INC.,"Cambridge, ON N1R 8J8",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,Ontario,    High Wage,M KABIR CONTRACTING INC.,"Pickering, ON L1W 2Y5","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,Ontario,    High Wage,Merchant,"Toronto, ON M6K  1Y","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
2023,Ontario,    High Wage,MESONS TECHNOLOGIES INC.,"Scarborough, ON M1P  4Y",2283-Information systems testing technicians,Corporation,1,1
2023,Ontario,    High Wage,N & T Global Services Inc.,"Scarborough, ON M1E 4B3",2171-Information systems analysts and consultants,Unknown,1,1
2023,Ontario,    High Wage,Northern Technology Inc.,"Scarborough, ON M1X 1N3",2233-Industrial engineering and manufacturing technologists and technicians,Unknown,1,1
2023,Ontario,    High Wage,OPC.TV INC,"Toronto, ON M6J 1C3","5131-Producers, directors, choreographers and related occupations",Unknown,5,5
2023,Ontario,    High Wage,OWAIS INC,"Mississauga, ON L4Z 3K6","0015-Senior managers - trade, broadcasting and other services, n.e.c.",Unknown,1,1
2023,Ontario,    High Wage,Partners Film Inc,"TORONTO, ON M5A 3C4","5131-Producers, directors, choreographers and related occupations",Corporation,2,2
2023,Ontario,    High Wage,Plasman Plastics Inc,"Windsor, ON N9C 0B3",1523-Production logistics co-ordinators,Unknown,1,1
2023,Ontario,    High Wage,Poly Blow Moulding Inc,"Brampton, ON L6T 5T3",2233-Industrial engineering and manufacturing technologists and technicians,Unknown,1,1
2023,Ontario,    High Wage,Racar Canada Inc.,"Windsor, ON N8W 5J1",2131-Civil engineers,Unknown,1,1
2023,Ontario,    High Wage,Racar Canada Inc.,"Windsor, ON N8W 5J1",2132-Mechanical engineers,Unknown,3,3
2023,Ontario,    High Wage,Radioaktivefilm(Canada) Inc.,"Toronto, ON M6K 1Y6","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
2023,Ontario,    High Wage,Radke Films Ltd,"Toronto, ON M6J 1C3","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
2023,Ontario,    High Wage,ROYAL PAAN LEASING LTD.,"Brampton, ON L6T 1A7",1221-Administrative officers,Unknown,1,1
2023,Ontario,    High Wage,Seaways Trading & Logistics Company Inc.,"Scarborough, ON M1B 3C6","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
